Alias,Category,MovieNominee,Movie,Nominee,Seen,Critic,color
Lil,Actor in a Supporting Role,Mark Ruffalo - Poor Things,Poor Things,Mark Ruffalo,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#83b2cbff
Lil,Actor in a Leading Role,Bradley Cooper - Maestro,Maestro,Bradley Cooper,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#ffee02
Lil,Actress in a Supporting Role,Danielle Brooks - The Color Purple,The Color Purple,Danielle Brooks,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#7a0e84ff
Lil,Actress in a Leading Role,Emma Stone - Poor Things,Poor Things,Emma Stone,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#83b2cbff
Lil,Directing,Yorgos Lanthimos - Poor Things,Poor Things,Yorgos Lanthimos,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#83b2cbff
Lil,Best Picture,Anatomy of a Fall,Anatomy of a Fall,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#384377ff
Addison W.,Sound,Oppenheimer,Oppenheimer,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#3e3222ff
Addison W.,Music (Original Song),I'm Just Ken - Barbie,Barbie,I'm Just Ken,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#EF4397
Addison W.,Writing (Adapted Screenplay),Poor Things,Poor Things,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#83b2cbff
Addison W.,Writing (Original Screenplay),Maestro,Maestro,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#ffee02
Addison W.,Makeup and Hairstyling,Poor Things,Poor Things,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#83b2cbff
Addison W.,Production Design,Killers of the Flower Moon,Killers of the Flower Moon,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#833014ff
Addison W.,Visual Effects,Godzilla Minus One,Godzilla Minus One,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#a09e9eff
Addison W.,Cinematography,Killers of the Flower Moon,Killers of the Flower Moon,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#833014ff
Addison W.,Animated Short Film,War is Over! Inspired by the Music of John and Yoko,War is Over! Inspired by the Music of John and Yoko,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#844619ff
Addison W.,Animated Feature Film,The Boy And The Heron,The Boy And The Heron,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#3c5b67ff
Addison W.,Documentary Short Film,Island In Between,Island In Between,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#785f42ff
Addison W.,Documentary Feature Film,Bobi Wine: The People's President,Bobi Wine: The People's President,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#cc5443ff
Addison W.,Live Action Short Film,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#0386a3ff
Addison W.,Actor in a Supporting Role,Robert De Niro - Killers of the Flower Moon,Killers of the Flower Moon,Robert De Niro,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#833014ff
Addison W.,Actor in a Leading Role,Cillian Murphy - Oppenheimer,Oppenheimer,Cillian Murphy,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#3e3222ff
Addison W.,Actress in a Supporting Role,America Ferrera - Barbie,Barbie,America Ferrera,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#EF4397
Addison W.,Actress in a Leading Role,Lilly Gladstone - Killers of the Flower Moon,Killers of the Flower Moon,Lilly Gladstone,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#833014ff
Addison W.,Directing,Martin Scorsese - Killers of the Flower Moon,Killers of the Flower Moon,Martin Scorsese,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#833014ff
Addison W.,Best Picture,Killers of the Flower Moon,Killers of the Flower Moon,NA,"American Fiction, Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Napoleon, Oppenheimer, The Creator, The Holdovers",False,#833014ff
Amazing Amy,Sound,Maestro,Maestro,NA,"Barbie, Elemental, The Holdovers",False,#ffee02
Amazing Amy,Music (Original Song),Wahzhazhe (A Song For My People) - Killers of the Flower Moon,Killers of the Flower Moon,Wahzhazhe (A Song For My People),"Barbie, Elemental, The Holdovers",False,#833014ff
Amazing Amy,Writing (Adapted Screenplay),Poor Things,Poor Things,NA,"Barbie, Elemental, The Holdovers",False,#83b2cbff
Amazing Amy,Writing (Original Screenplay),The Holdovers,The Holdovers,NA,"Barbie, Elemental, The Holdovers",False,#c22b07
Amazing Amy,Makeup and Hairstyling,Poor Things,Poor Things,NA,"Barbie, Elemental, The Holdovers",False,#83b2cbff
Amazing Amy,Production Design,Barbie,Barbie,NA,"Barbie, Elemental, The Holdovers",False,#EF4397
Amazing Amy,Cinematography,Maestro,Maestro,NA,"Barbie, Elemental, The Holdovers",False,#ffee02
Amazing Amy,Animated Short Film,Letter to a Pig,Letter to a Pig,NA,"Barbie, Elemental, The Holdovers",False,#c28a7dff
Amazing Amy,Animated Feature Film,Elemental,Elemental,NA,"Barbie, Elemental, The Holdovers",False,#7e6caeff
Amazing Amy,Documentary Short Film,The ABCs of Book Banning,The ABCs of Book Banning,NA,"Barbie, Elemental, The Holdovers",False,#1392a9ff
Amazing Amy,Documentary Feature Film,20 Days In Mariupol,20 Days In Mariupol,NA,"Barbie, Elemental, The Holdovers",False,#766c6cff
Amazing Amy,Live Action Short Film,Knight of Fortune,Knight of Fortune,NA,"Barbie, Elemental, The Holdovers",False,#345759ff
Amazing Amy,Actor in a Supporting Role,Mark Ruffalo - Poor Things,Poor Things,Mark Ruffalo,"Barbie, Elemental, The Holdovers",False,#83b2cbff
Amazing Amy,Actor in a Leading Role,Paul Giamatti - The Holdovers,The Holdovers,Paul Giamatti,"Barbie, Elemental, The Holdovers",False,#c22b07
Amazing Amy,Actress in a Supporting Role,America Ferrera - Barbie,Barbie,America Ferrera,"Barbie, Elemental, The Holdovers",False,#EF4397
Amazing Amy,Actress in a Leading Role,Emma Stone - Poor Things,Poor Things,Emma Stone,"Barbie, Elemental, The Holdovers",False,#83b2cbff
Amazing Amy,Directing,Yorgos Lanthimos - Poor Things,Poor Things,Yorgos Lanthimos,"Barbie, Elemental, The Holdovers",False,#83b2cbff
Amazing Amy,Best Picture,Poor Things,Poor Things,NA,"Barbie, Elemental, The Holdovers",False,#83b2cbff
The Wrap,Sound,Oppenheimer,Oppenheimer,NA,NA - Critics' Pick,True,#3e3222ff
The Wrap,Music (Original Song),What Was I Made For? - Barbie,Barbie,What Was I Made For?,NA - Critics' Pick,True,#EF4397
The Wrap,Writing (Adapted Screenplay),American Fiction,American Fiction,NA,NA - Critics' Pick,True,#607292ff
The Wrap,Writing (Original Screenplay),Anatomy of a Fall,Anatomy of a Fall,NA,NA - Critics' Pick,True,#384377ff
The Wrap,Makeup and Hairstyling,Maestro,Maestro,NA,NA - Critics' Pick,True,#ffee02
The Wrap,Production Design,Poor Things,Poor Things,NA,NA - Critics' Pick,True,#83b2cbff
The Wrap,Visual Effects,Godzilla Minus One,Godzilla Minus One,NA,NA - Critics' Pick,True,#a09e9eff
The Wrap,Cinematography,Oppenheimer,Oppenheimer,NA,NA - Critics' Pick,True,#3e3222ff
The Wrap,Animated Short Film,War is Over! Inspired by the Music of John and Yoko,War is Over! Inspired by the Music of John and Yoko,NA,NA - Critics' Pick,True,#844619ff
The Wrap,Animated Feature Film,Spider-Man: Across the Spider-verse,Spider-Man: Across the Spider-verse,NA,NA - Critics' Pick,True,#444b9fff
The Wrap,Documentary Short Film,The ABCs of Book Banning,The ABCs of Book Banning,NA,NA - Critics' Pick,True,#1392a9ff
The Wrap,Documentary Feature Film,20 Days In Mariupol,20 Days In Mariupol,NA,NA - Critics' Pick,True,#766c6cff
The Wrap,Live Action Short Film,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar,NA,NA - Critics' Pick,True,#0386a3ff
The Wrap,Actor in a Supporting Role,Robert Downer Jr. - Oppenheimer,Oppenheimer,Robert Downer Jr.,NA - Critics' Pick,True,#3e3222ff
The Wrap,Actor in a Leading Role,Cillian Murphy - Oppenheimer,Oppenheimer,Cillian Murphy,NA - Critics' Pick,True,#3e3222ff
The Wrap,Actress in a Supporting Role,Da'Vine Joy Randolph - The Holdovers,The Holdovers,Da'Vine Joy Randolph,NA - Critics' Pick,True,#c22b07
The Wrap,Actress in a Leading Role,Lilly Gladstone - Killers of the Flower Moon,Killers of the Flower Moon,Lilly Gladstone,NA - Critics' Pick,True,#833014ff
The Wrap,Directing,Christopher Nolan - Oppenheimer,Oppenheimer,Christopher Nolan,NA - Critics' Pick,True,#3e3222ff
The Wrap,Best Picture,Oppenheimer,Oppenheimer,NA,NA - Critics' Pick,True,#3e3222ff
Taylor,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,Elemental,False,#3c4870ff
CB,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"Barbie, Elemental",False,#3c4870ff
All about Bolts,Sound,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"20 Days in Mariupol, Barbie, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, The Color Purple",False,#3c4870ff
Callie,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,Barbie,False,#3c4870ff
Edjr,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"Barbie, Guardian's of the Galaxy Vol. 3, Indiana Jones and the Dial of Destiny, Killers of the Flower Moon",False,#3c4870ff
NH,Sound,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#3c4870ff
NH,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#3c4870ff
DashboardAliasFinal[FINAL].xlsx,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"Barbie, Killers of the Flower Moon",False,#3c4870ff
Lil,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#3c4870ff
Amazing Amy,Visual Effects,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,NA,"Barbie, Elemental, The Holdovers",False,#3c4870ff
